dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
Weather,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2024,0.19349737210727982,0.2607210136475661,0.6337055674804462,320906,153.482421875,2.659278392791748,0.4129044987955377
ETTm1,simple,iTransformer,linear,mixed,0.1,96,192,2025,0.49926914162496483,0.4581594580043098,0.7967625356291891,314823,29.8544921875,8.840136528015137,0.6502979322432714
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,336,336,2024,3603.2819164379225,15.90858877027357,63418.15910050676,1726840,1044.97607421875,0.7371659278869629,3513.306746823286
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,720,2026,1.505278272628784,0.9178918194770813,4.882903537750244,444376,36.962890625,1.8009119033813477,2.899321727263622
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,336,720,2024,2.4719936513900755,1.1726673436164856,4.90878830909729,544096,816.48388671875,0.3093531131744385,3.2487288744021683
Weather,coifnet,iTransformer,none,continuous_segment,0.1,96,336,2026,0.2835303975109491,0.30728278410078436,0.2672416045553599,515546,255.0625,2.6810057163238525,0.5599335589580899
Weather,simple,DLinear,linear,continuous_segment,0.1,96,336,2024,0.2944881060028824,0.3514134092111321,0.11444312732471432,65205,27.1083984375,6.949312925338745,0.5768399788727391
Electricity,baseline,iTransformer,none,none,0.0,96,96,2024,0.1555482595091935,0.24821143780636884,0.0,302753,810.20654296875,2.22469162940979,0.13434480160651122
ETTh1,saits,DLinear,none,random_point,0.3,96,336,2024,0.6314527361706807,0.5751485614739139,1.4507540345894565,1393605,221.048828125,0.669292688369751,1.1618998364521618
Traffic,saits,PatchTST,none,random_point,0.3,96,96,2026,0.5174472084157115,0.29544025186563827,0.6530157259058638,4632250,6641.22802734375,6.96329927444458,0.42132015987072025
Weather,saits,PatchTST,none,continuous_segment,0.3,96,336,2025,125545.23931896129,92.06824102481167,150468312.0266536,2137525,379.7783203125,4.752553701400757,112831.30337961086
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,96,2026,0.4276359109309883,0.4222223762845054,1.0612693260326427,510142,249.88671875,3.98088002204895,0.5612333366437866
Traffic,saits,DLinear,none,continuous_segment,0.3,96,336,2026,0.6041905436177892,0.3654412752436841,0.8072155369923809,4279230,923.78271484375,33.15793251991272,0.48605614434337013
ETTh1,coifnet,iTransformer,none,continuous_segment,0.1,96,336,2025,0.49199623340239457,0.46300533646918934,0.834639853203929,510142,248.603515625,0.5723645687103271,1.3338792120778022
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,96,2026,0.5418587982967594,0.48467813015766686,1.1094061063520235,333422,810.87353515625,3.106691360473633,0.7240375873713838
Electricity,misstsm,iTransformer,none,random_point,0.3,96,336,2024,0.22655289744614635,0.3345209500696249,0.9924945786053979,371666,1831.5,5.222180366516113,0.17917670808846134
Traffic,simple,PatchTST,linear,continuous_segment,0.1,96,336,2024,0.5407641105952226,0.3158912335793803,2.294017203774039,787946,6270.15576171875,13.057944059371948,0.43521981309886715
ETTh1,misstsm,iTransformer,none,random_point,0.3,96,96,2026,0.4874776222119426,0.4975325658248614,1.1191106132801816,319982,66.13671875,0.6622283458709717,0.7806028223551368
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,336,96,2026,0.3857992867405495,0.40715868754333323,2.4880691806921797,1695880,1043.71240234375,0.5651512145996094,0.5836283970022993
ETTm1,misstsm,iTransformer,none,mixed,0.1,96,336,2025,0.6872686375876756,0.5915979242132986,1.1124438546841093,350942,67.552734375,2.399977445602417,0.8307127218029038
ETTm1,saits,iTransformer,none,mixed,0.3,336,192,2026,0.7359734582836813,0.5805930366782542,1.0654419222306528,1706357,1043.55517578125,5.16318416595459,1.0052219774287632
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,336,2025,1.6971310876511239,0.8648534578246039,6.919660568237305,1726840,1044.97607421875,0.45398426055908203,1.9956762277769986
Weather,simple,DLinear,linear,continuous_segment,0.3,96,96,2026,0.2023051972249982,0.2635674070775537,0.13006436740770017,18645,22.19189453125,7.848620176315308,0.47876402435037313
ExchangeRate,simple,iTransformer,linear,mixed,0.1,336,96,2025,0.5063785662811794,0.3987164440449704,2.4290521037712525,363880,31.82421875,3.5165250301361084,0.8843610513264237
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,336,2024,0.541103970754024,0.482515806505922,1.0964637023293125,510142,248.65625,1.778573989868164,0.7644277715874827
Electricity,saits,DLinear,none,random_point,0.3,96,336,2024,0.2063687069797845,0.30727024341611897,0.33372654413049446,2113607,471.12158203125,3.995788097381592,0.17933690854407083
ETTm1,simple,iTransformer,linear,mixed,0.3,336,96,2026,0.4445038790697603,0.437415734070396,0.5899632192597086,363879,32.0673828125,23.495353937149048,0.5432797071448562
Electricity,coifnet,iTransformer,none,random_point,0.3,96,336,2026,0.21457276393657335,0.31756211701430487,1.5162300207756683,631346,464.712890625,2.9325814247131348,0.1882069197095817
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,96,192,2025,0.5572343314268503,0.4613660466240113,1.3157906410205795,388272,168.7548828125,0.40867042541503906,0.9742998967515518
ETTh1,baseline,PatchTST,none,none,0.0,96,336,2026,0.5089568162479663,0.4721654839506318,0.0,785381,80.31005859375,0.5074598789215088,1.3152079906351206
ETTm1,coifnet,iTransformer,none,mixed,0.3,96,336,2024,0.5541909437388461,0.4902410186610693,1.0930868965310074,510142,248.65625,2.1538188457489014,0.7894233491733024
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,720,2025,120559.428125,156.9337951660156,1468531.915,1776376,1046.99755859375,0.3696470260620117,98467.11057692308
ETTm1,misstsm,iTransformer,none,mixed,0.1,96,96,2026,0.6166032494888264,0.5456426641090694,1.1085222979551854,319982,66.171875,2.390198230743408,0.6463613048019764
Weather,saits,DLinear,none,random_point,0.3,96,96,2026,0.20376545166843757,0.25204568966088997,0.900055418818005,1370747,224.5615234375,3.1530466079711914,0.44277318744158073
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,336,96,2026,0.4211173096266565,0.41864891232755563,1.0914169366928368,510142,249.88671875,1.7159290313720703,0.5456188021551337
ETTm1,misstsm,iTransformer,none,mixed,0.3,336,192,2024,0.682973342882965,0.6029390206308775,1.111120462107189,393806,176.439453125,3.0296919345855713,0.751085369695221
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,720,2025,0.6301223658464671,0.5400392111887833,1.1156361719688082,444375,37.5400390625,22.458492755889893,1.1082910163878688
Electricity,misstsm,iTransformer,none,random_point,0.1,96,336,2025,0.20418998903305893,0.3133220159671165,0.9924820019406674,371666,1831.5,3.683990240097046,0.18870315510203375
ETTh1,saits,DLinear,none,continuous_segment,0.1,96,336,2024,0.5572270271586061,0.5143640874176925,2.726682279995242,1393605,221.048828125,0.6781549453735352,1.1062430992576135
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,336,2026,0.6922029790251608,0.6127453263018032,1.10791447346478,412382,177.267578125,2.57710862159729,0.8616170359659685
Weather,crib,iTransformer,none,random_point,0.3,96,336,2024,0.28223342541559604,0.30930084759321125,0.6284011564553806,339066,134.8759765625,1.8323795795440674,0.5677421980895733
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,720,2026,0.5577476841577191,0.5034561438887619,1.2221662842910628,1519150,666.1865234375,2.8420753479003906,1.0737892787397576
Weather,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2024,0.19349737210727982,0.2607210136475661,0.6337055674804462,320906,153.482421875,2.8726017475128174,0.4129044987955377
ETTh1,misstsm,iTransformer,none,mixed,0.3,96,96,2025,0.629495544151087,0.5788971696550586,1.1306478135675673,319982,66.13671875,0.9140994548797607,0.9611416339553237
ETTh1,saits,DLinear,none,random_point,0.3,96,96,2025,0.5468084739825456,0.5375500019191626,1.3203360844343313,1347045,219.283203125,0.7639265060424805,0.7524463342593003
ETTm1,simple,iTransformer,linear,variable_channel,0.1,96,192,2024,0.4865558614773661,0.4533722805255025,1.1026689521590212,314823,29.8544921875,8.344670057296753,0.6445968033003885
Weather,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2026,0.20789650048063724,0.2732450734946989,0.6329414000460952,320906,153.482421875,4.562442064285278,0.4212008505011324
Weather,saits,DLinear,none,random_point,0.1,96,96,2025,0.17303547981311512,0.23987067671356274,2.9630591006299536,1370747,224.5615234375,2.4133975505828857,0.4279069555372541
ETTm1,crib,iTransformer,none,variable_channel,0.3,96,96,2024,0.5511267249328563,0.49046059022586247,1.1024832055657385,310382,125.27197265625,2.3634443283081055,0.7062964839173616
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,336,2025,0.5952647119214293,0.5204282568776826,1.1188771873699217,394839,33.8583984375,21.90852999687195,0.8766991165529472
ExchangeRate,misstsm,iTransformer,none,mixed,0.3,336,720,2024,2.1579498720169066,1.1810748744010926,4.939202880859375,461984,201.3203125,0.40059995651245117,5.288311151357798
ETTm1,simple,iTransformer,linear,mixed,0.1,96,192,2026,0.5037148461957213,0.45990744784246823,0.7910390589772598,314823,29.8544921875,8.98822569847107,0.651869415389817
ETTm1,saits,iTransformer,none,mixed,0.3,96,192,2024,0.5004623303378456,0.48269239751730103,0.7352819842182745,1643237,213.15869140625,3.680102586746216,0.5839495144995558
Weather,coifnet,iTransformer,none,random_point,0.3,96,96,2026,0.16224516341422607,0.2130754258999019,0.2019259223496018,334826,122.11328125,1.6934452056884766,0.39578778178340734
Electricity,crib,iTransformer,none,random_point,0.1,96,336,2024,0.2092308301288844,0.3103680127722413,0.9923834909840145,454866,265.5830078125,2.931769609451294,0.17105721108014807
ETTm1,simple,iTransformer,linear,mixed,0.1,96,96,2024,0.4667545504558269,0.4418677143716708,0.7922829897026786,302439,29.1376953125,8.118048191070557,0.557531805656671
Electricity,simple,iTransformer,linear,continuous_segment,0.3,96,336,2024,0.21963110322373525,0.307742509441248,1.2761302394994694,333713,841.01904296875,21.101203441619873,0.19608307237978334
Electricity,saits,iTransformer,none,continuous_segment,0.3,96,336,2025,0.18615582803695613,0.28505593786284145,0.2885900063715045,2381815,1153.63330078125,22.642047882080078,0.1656386061691251
ETTm1,saits,iTransformer,none,mixed,0.1,96,720,2026,0.5840483428305934,0.5130445414831788,0.656984084845141,1711349,217.3779296875,2.8745124340057373,0.9841245397043806
ExchangeRate,baseline,PatchTST,none,none,0.0,96,336,2026,0.3514584449900163,0.4284949169771091,0.0,785384,89.43212890625,0.3155536651611328,0.38898845203661186
Traffic,saits,iTransformer,none,random_point,0.1,96,96,2024,0.42570503997244213,0.29501220038485215,0.6403875493287691,4516478,5478.10546875,3.175320863723755,0.38781190335283516
ExchangeRate,simple,iTransformer,linear,mixed,0.3,96,96,2025,0.5070274944385785,0.40301086862435503,1.3106857002451178,302440,28.689453125,1.1701421737670898,0.8703370806318602
ETTm1,saits,iTransformer,none,variable_channel,0.1,96,720,2025,373841.1005563721,103.59618434830072,2772306.9975002315,1711349,217.3779296875,2.919801950454712,410346.67380913807
Electricity,saits,DLinear,none,continuous_segment,0.3,96,96,2025,0.18873206000736886,0.281806299620448,0.3789276445837115,2067047,405.298828125,22.315901279449463,0.15945767636835223
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,720,2024,122813502.56,2924.3880078125,492877550.08,1776376,1046.99755859375,0.5050191879272461,144787278.76923078
Traffic,crib,iTransformer,none,continuous_segment,0.3,96,96,2025,0.6575104421612809,0.3584469818964186,1.474414257388862,640412,304.03515625,35.76900577545166,0.5110515878457776
ETTh1,crib,iTransformer,none,random_point,0.3,96,96,2025,0.43875199834577056,0.4448333209143079,1.1170995461662538,310382,125.24853515625,0.6030681133270264,0.7475297526568442
ETTh1,simple,iTransformer,linear,random_point,0.1,96,96,2024,0.3901807132593391,0.4097339726971125,0.10584055702243823,302439,28.560546875,2.2343316078186035,0.6881119500584834
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,96,192,2024,0.9083184499338449,0.6035723664674414,3.4921695137598427,320080,124.9892578125,0.4224662780761719,1.6583920097014682
ETTm1,saits,iTransformer,none,mixed,0.1,336,336,2024,0.4468927963642228,0.44185385420538775,0.6409829832743362,1724933,1044.29541015625,5.556246280670166,0.7764949226890977
Electricity,saits,DLinear,none,continuous_segment,0.3,96,96,2024,0.18863757112996593,0.28385028152510117,0.3591249546507283,2067047,405.298828125,21.891915321350098,0.16036296403384537
Weather,saits,iTransformer,none,continuous_segment,0.1,96,96,2025,0.16662947008517326,0.2141314666313438,0.2776876207485674,1654555,238.994140625,4.115818738937378,0.40459714343200376
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,336,192,2024,581241.842620482,337.6919129153332,2875570.3674698793,1708264,1044.21826171875,0.525048017501831,600191.5626102292
ExchangeRate,baseline,DLinear,none,none,0.0,96,96,2024,0.07802868475405018,0.19826287366031262,0.0,18632,18.97412109375,0.2820107936859131,0.1477062087253208
ExchangeRate,saits,iTransformer,none,mixed,0.1,336,720,2026,1.1793063139915467,0.8384271001815796,4.03635910987854,1776376,1046.99755859375,0.44519782066345215,2.745600627018855
ETTh1,saits,PatchTST,none,continuous_segment,0.1,96,96,2024,0.3996310146749555,0.41442043131729,0.3293190979871973,1744915,267.75048828125,0.8563096523284912,0.6862078575942417
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,720,2026,0.8683479439052274,0.7034550111345225,1.1113230605863131,400478,70.52734375,2.2437875270843506,1.0936524077991945
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,96,336,2026,0.7209309339523315,0.5774952753170116,1.4453211346188106,510528,248.8896484375,0.42340850830078125,1.2024185956228992
ETTh1,crib,iTransformer,none,random_point,0.3,96,336,2025,0.5607686539295849,0.5067478052525248,1.092259471542943,333662,130.60546875,0.5541839599609375,1.3223100765280733
ETTm1,saits,iTransformer,none,mixed,0.1,96,192,2025,1.2016209762687138,0.6837305658776338,5.028682753481862,1643237,213.15869140625,3.5659658908843994,3.6993661554590602
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,96,2024,0.9744303876094604,0.7120473927326416,3.3705837592649996,320048,71.265625,0.3941385746002197,1.439658865489931
ETTh1,coifnet,iTransformer,none,random_point,0.3,96,96,2024,0.4041076371014867,0.41602099622387434,0.8378891604807047,329422,118.892578125,0.6298744678497314,0.7181767728748184
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,192,2026,0.5196262667538767,0.47092869460072395,1.182378485326639,387886,168.57421875,1.9442775249481201,0.6613739820210214
Electricity,saits,PatchTST,none,continuous_segment,0.3,96,96,2025,0.19740542701948582,0.28956666896208033,0.4254663204094739,2465545,2666.66455078125,22.02355670928955,0.16913631061125084
ETTm1,misstsm,iTransformer,none,mixed,0.3,336,96,2024,0.6367887029606091,0.5663349378291574,1.1100143602640415,381422,175.88671875,3.081421375274658,0.6791944640666181
Weather,simple,DLinear,linear,continuous_segment,0.3,96,336,2026,0.3009409278821034,0.35171227611670713,0.13118531081619245,65205,27.1083984375,7.221633672714233,0.5936686617669955
Weather,coifnet,iTransformer,none,random_point,0.3,96,336,2024,0.2809504068347533,0.3089956637751174,0.2317340245613685,515546,255.0625,1.8090946674346924,0.5531588113158156
ExchangeRate,crib,iTransformer,none,mixed,0.3,96,192,2025,0.5769756188593715,0.47552221223532437,3.4565581815788544,320080,124.9892578125,0.4638814926147461,0.9803648751879496
ETTm1,simple,iTransformer,linear,mixed,0.1,336,96,2025,0.43516102213828256,0.4299972265450125,0.8090818444174802,363879,32.0673828125,22.921530723571777,0.5343116435493369
ETTm1,simple,iTransformer,linear,variable_channel,0.3,96,96,2026,0.556865318356249,0.492200150539369,1.1075331209838,302439,29.1376953125,9.001903057098389,0.7037322235837807
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,336,192,2024,0.5601646961996631,0.4976335293917951,1.1079766017444264,614686,301.8310546875,1.799224853515625,0.7970812619337495
ExchangeRate,simple,iTransformer,linear,mixed,0.3,336,720,2024,1.2546106481552124,0.8337872576713562,1.8937948083877563,444376,36.962890625,1.808915138244629,2.13119144928761
Traffic,saits,iTransformer,none,random_point,0.3,96,336,2024,0.46915172862255666,0.3118963867848314,0.6657278789122274,4547438,5580.2529296875,4.558907508850098,0.40584617706148285
ExchangeRate,simple,iTransformer,linear,mixed,0.3,336,192,2024,0.5836141432624266,0.483348568519914,1.5576823763100498,376264,32.552734375,2.853341579437256,0.9896327730209108
ETTh1,saits,PatchTST,none,random_point,0.3,96,336,2025,0.6841043595949184,0.605264687303944,1.149040691885358,2113795,276.52490234375,0.8917911052703857,1.1423969085183734
