dataset,method,predictor,impute,missing_type,missing_rate,seq_len,pred_len,seed,mse,mae,impute_mse,n_params,peak_mem_mb,train_time_sec,best_val_mse
ETTm1,crib,iTransformer,none,variable_channel,0.1,96,720,2025,0.6115555799004104,0.5293001818244142,1.1143648921091374,370910,145.38134765625,2.2767844200134277,1.022652691905669
Traffic,simple,DLinear,linear,continuous_segment,0.1,96,336,2024,0.6692168934138741,0.42178962106779805,2.294017203774039,66046,370.4775390625,13.021748542785645,0.5536822923226118
Electricity,baseline,DLinear,none,none,0.0,96,336,2026,0.20768009171854634,0.2974902905579728,0.0,65505,154.36279296875,3.2445290088653564,0.182613681344425
ETTm1,simple,iTransformer,linear,mixed,0.3,96,192,2024,0.5053362870970832,0.46244534103286816,0.6005079304992295,314823,29.8544921875,8.84502363204956,0.661610747883911
ETTh1,crib,iTransformer,none,random_point,0.1,96,96,2026,0.45567314153941785,0.443410238971402,1.1154913728926297,310382,125.24853515625,0.5482158660888672,0.7438568874364268
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,336,2024,0.7198711746447796,0.585739520755974,3.6446255236058622,510528,248.8896484375,0.3203568458557129,1.0973392197989966
Electricity,coifnet,iTransformer,none,random_point,0.1,96,336,2026,0.2083983639565544,0.312671131600902,1.7039056870476188,631346,464.712890625,3.011446952819824,0.18099361671082076
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,336,2025,0.624827659242005,0.5718076354646235,1.1125346704205072,412382,177.267578125,2.3095169067382812,0.8662224585849044
ETTm1,coifnet,iTransformer,none,variable_channel,0.3,336,96,2025,0.5359489306318421,0.4810049476717442,1.117871118755257,510142,249.88671875,1.792480707168579,0.702830420519904
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,336,720,2024,0.822404582614579,0.6944743023019357,1.0989223839938447,461918,179.671875,2.1204843521118164,1.0894152509118769
Weather,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2026,0.20789650048063724,0.2732450734946989,0.6329414000460952,320906,153.482421875,4.75846529006958,0.4212008505011324
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,96,2025,0.8515137809046199,0.6909300263008374,3.517322545640924,320048,71.265625,0.47887444496154785,1.321919992139077
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,96,336,2026,0.6971724468308527,0.5615982582440248,2.289995174150209,510528,248.8896484375,0.4030895233154297,1.2105578632219463
ETTm1,crib,iTransformer,none,mixed,0.1,96,96,2026,0.47334189934855736,0.44419083756482314,1.1085222979551854,310382,125.27197265625,2.4740238189697266,0.5698177827500149
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,96,96,2024,0.8344946081718702,0.5198562038078737,3.3707208780760176,329808,119.0615234375,0.34137916564941406,1.528184562786672
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,720,2025,0.855681835860083,0.6953796061439963,1.1156361719688082,461918,179.671875,2.169297933578491,1.1236032249861079
Electricity,misstsm,iTransformer,none,continuous_segment,0.1,96,96,2026,0.1908755325961902,0.3002403233252943,1.0052346987121683,340706,1800.50390625,8.160225629806519,0.1527530147244004
Traffic,misstsm,iTransformer,none,mixed,0.3,96,96,2025,0.6852790902334635,0.38410650647053085,1.482031661263322,376412,7629.33935546875,12.107641458511353,0.5455860341435962
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,96,2026,0.874077948961365,0.5568616751874431,3.7364530148131125,510528,250.2958984375,0.328141450881958,1.5704473722754202
Weather,simple,iTransformer,linear,random_point,0.1,96,96,2026,0.17670266143210828,0.21973913356183875,0.03901980845315597,302453,39.9755859375,7.834393739700317,0.4154656204331276
Electricity,misstsm,iTransformer,none,continuous_segment,0.3,96,96,2026,0.19972578160001897,0.3048302309181327,1.0036880283169296,340706,1800.50390625,21.58285641670227,0.157395728099981
Electricity,crib,iTransformer,none,continuous_segment,0.1,96,96,2025,0.16629182865570286,0.2706754723023418,1.0034293993220285,431586,191.3603515625,7.9876391887664795,0.13618917253595839
Traffic,simple,iTransformer,linear,random_point,0.3,96,96,2024,0.4361692502592877,0.30229771378099657,0.3453736704819199,303294,4968.45263671875,3.79364013671875,0.39723015780043647
ETTh1,saits,iTransformer,none,continuous_segment,0.3,96,336,2026,0.5827581619232718,0.543220642929227,0.9408004117152545,1661813,225.140625,0.9679200649261475,1.1285060198695813
Weather,simple,iTransformer,linear,continuous_segment,0.3,96,96,2024,0.1829308146891724,0.22453711602378543,0.12807063739827057,302453,39.9755859375,8.122713565826416,0.4301712475184266
Weather,saits,DLinear,none,random_point,0.1,96,336,2025,0.27925270796406215,0.33163279874952095,4.577577670493119,1417307,228.0263671875,2.4403953552246094,0.56350220539911
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,96,2026,0.8865705145878738,0.6808192542429721,3.3993090243821733,320048,71.265625,0.3927783966064453,1.5243114770627488
ETTm1,saits,iTransformer,none,variable_channel,0.3,336,720,2024,14621825231.245996,25366.168809600964,52190342807.73706,1774469,1046.27001953125,6.5302064418792725,14480900579.89001
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,192,2026,0.6372530722474478,0.5315003872635853,1.6283781374075326,615072,302.3076171875,0.5223984718322754,1.0454719247431141
Traffic,simple,PatchTST,linear,random_point,0.1,96,96,2024,0.5001732171367238,0.29754908437435656,0.2589003963665941,419066,6139.841796875,6.765215873718262,0.41468169676244365
Traffic,simple,iTransformer,linear,continuous_segment,0.1,96,96,2025,0.44686921847163324,0.3076454856559787,2.248342831696808,303294,4968.45263671875,12.747696876525879,0.4036556951535474
Weather,saits,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16784290990057946,0.21325628284976605,0.16309046905225633,1654555,238.994140625,3.6207592487335205,0.40530978605744455
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.3,336,720,2026,1.726826171875,1.0000631403923035,4.8819575881958,1519536,668.29296875,0.3045663833618164,2.50420653514373
Weather,misstsm,iTransformer,none,continuous_segment,0.1,96,336,2024,0.29279509863977277,0.34364145882628466,0.6312326137719348,351866,156.64453125,2.92144513130188,0.5507140884309536
ETTm1,crib,iTransformer,none,variable_channel,0.3,336,336,2024,0.6038774188523001,0.5222442088939273,1.1092929033067112,414302,813.93603515625,3.0461103916168213,0.9058453127588606
ExchangeRate,baseline,iTransformer,none,none,0.0,96,96,2025,0.1107954118358955,0.23477542098988308,0.0,302440,28.68896484375,0.390916109085083,0.13328268355373882
ETTh1,saits,DLinear,none,continuous_segment,0.3,96,336,2025,0.6527241956040059,0.58321317361708,1.5910099688119645,1393605,221.048828125,0.7750685214996338,1.103613279563739
Electricity,crib,iTransformer,none,random_point,0.3,96,336,2024,0.21583728856093892,0.3135840836175199,0.9924945786053979,454866,265.5830078125,3.032107353210449,0.1689439156476189
Traffic,simple,iTransformer,linear,random_point,0.1,96,336,2026,0.45662423727080576,0.30737545982120545,0.26178857708540487,334254,5047.12353515625,4.568100452423096,0.39411047229135093
ETTh1,baseline,PatchTST,none,none,0.0,96,96,2025,0.3874851857310352,0.404084969744006,0.0,416501,73.57763671875,0.5741009712219238,0.6866719516539274
ETTh1,simple,PatchTST,linear,continuous_segment,0.3,96,96,2024,0.41249874203166587,0.4235622006537028,1.0535268835950797,416501,73.578125,2.1039257049560547,0.7336276537854111
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,96,336,2024,0.6688887051721742,0.5850307310272339,1.0960835029570504,350942,67.552734375,2.341266632080078,0.8226316890708026
ETTm1,coifnet,iTransformer,none,mixed,0.3,96,192,2026,0.5502707200891522,0.48702018756722926,1.0981499200328555,387886,168.57421875,2.143852472305298,0.6701169954108922
ETTh1,simple,DLinear,linear,random_point,0.3,96,96,2024,0.3984310668610585,0.41204078735740224,0.13485796098970212,18631,18.833984375,2.4553768634796143,0.6676939999072727
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,336,192,2025,1.3484412675880524,0.9163281544145331,3.969395628894668,393872,198.34765625,0.45946669578552246,2.03604058025165
Weather,crib,iTransformer,none,continuous_segment,0.3,96,96,2025,0.16862573105504833,0.21636474549114104,0.6308405742455807,315786,127.47314453125,4.876093149185181,0.4167348835106102
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,720,2026,1.2568083930015563,0.8241142964363098,5.02587924003601,444376,36.962890625,1.7589447498321533,1.4078550583276994
ETTm1,coifnet,iTransformer,none,mixed,0.1,96,192,2025,0.5238539818889708,0.4696206597908733,1.1748271530346286,387886,168.57421875,1.9332151412963867,0.6579460516402323
Electricity,crib,iTransformer,none,random_point,0.3,96,96,2024,0.17164861922894406,0.27731016726426466,1.0038207120629605,431586,191.3603515625,2.3289341926574707,0.14133825734757344
ETTh1,misstsm,iTransformer,none,random_point,0.1,96,96,2025,0.49460268059153534,0.5125541721468982,1.1245327815333217,319982,66.13671875,0.6514618396759033,0.7844688626123288
ETTh1,misstsm,iTransformer,none,random_point,0.3,96,96,2025,0.4796538678277117,0.4916062299396234,1.1170995461662538,319982,66.13671875,0.6720633506774902,0.799226946740861
Traffic,baseline,DLinear,none,none,0.0,96,336,2026,0.6076834124467504,0.37685985069575273,0.0,66046,370.47705078125,3.8697524070739746,0.4989875241683519
Weather,misstsm,iTransformer,none,random_point,0.1,96,96,2025,0.1792845827703444,0.2429800039047599,0.6330825545446561,320906,153.482421875,2.1397171020507812,0.40450427322070664
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,336,96,2024,0.9634220566642419,0.7674730821941675,3.7057894160238543,381488,197.806640625,0.459336519241333,1.5309981551824832
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,96,2025,0.4332953854488857,0.426586492207692,1.0931319948933056,510142,249.88671875,4.03598427772522,0.5564354314989282
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,720,2026,0.6044091133373378,0.5231025543227018,1.0932030764434881,1038910,491.97265625,1.791839838027954,1.030990734397013
Electricity,misstsm,iTransformer,none,mixed,0.3,96,96,2026,0.20793984774720028,0.31012853571126003,1.0040454075233558,340706,1800.50390625,7.230273485183716,0.17294891487211872
ETTm1,baseline,DLinear,none,none,0.0,96,96,2026,0.3445223237381722,0.3745579835257332,0.0,18631,18.85693359375,4.222877740859985,0.3970908878055652
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,96,2024,4426.406716336025,23.29274192552888,21769.395628511236,1632520,212.87255859375,0.5104329586029053,4004.0810355392155
Electricity,crib,iTransformer,none,random_point,0.3,96,96,2026,0.17307360074910938,0.2796025166364802,1.0035746267138586,431586,191.3603515625,2.252192974090576,0.14152873728637394
ETTh1,misstsm,iTransformer,none,random_point,0.1,96,96,2024,0.5328398603939283,0.5261145243952904,1.124030281654166,319982,66.13671875,0.6793956756591797,0.8769421707898967
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,336,2026,1.0323119115185093,0.6909496228437166,4.173372323448594,394840,33.64453125,2.636639356613159,1.8061589946701735
Weather,coifnet,iTransformer,none,random_point,0.3,96,336,2025,0.2863692694350471,0.31231033062596114,0.20580849000223123,515546,255.0625,2.2279868125915527,0.5559117420027988
Weather,simple,PatchTST,linear,random_point,0.3,96,96,2024,0.17064528737472198,0.2200855757186948,0.04598756269273175,416543,177.142578125,7.729699611663818,0.4021539759073748
Weather,saits,DLinear,none,continuous_segment,0.1,96,336,2024,0.28304644689321634,0.3345185109764148,0.33700732163854935,1417307,228.0263671875,2.7686798572540283,0.5768829853031188
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,96,192,2026,0.9205295594341784,0.7130300833518246,3.5214204170617713,332432,71.806640625,0.40939974784851074,1.9807200827085572
ExchangeRate,saits,iTransformer,none,mixed,0.1,336,336,2026,0.7759583125243316,0.6056255037720139,3.521280404683706,1726840,1044.97607421875,0.5220134258270264,0.9848667645285315
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,96,2026,0.7187522297719375,0.6125449099634617,1.1094061063520235,381422,175.88671875,2.355555772781372,0.7747007728731606
Traffic,coifnet,iTransformer,none,random_point,0.1,96,336,2025,0.627867286411796,0.36453005362683394,3.017121326416496,840172,858.2666015625,4.623159408569336,0.46701204482731135
ETTm1,misstsm,iTransformer,none,mixed,0.1,336,720,2026,0.8020522025169879,0.6755767667219601,1.1029048640797972,461918,179.671875,2.4078209400177,1.096225709299745
Electricity,simple,iTransformer,linear,random_point,0.3,96,96,2025,0.16358216671272752,0.26056288399317057,0.12603809887974826,302753,811.00146484375,4.433141231536865,0.14399184701005383
ETTm1,simple,iTransformer,linear,variable_channel,0.3,336,96,2024,0.537740261267781,0.4866402100681998,1.1076373555102026,363879,32.0673828125,25.482868194580078,0.6924311864271727
ETTm1,saits,iTransformer,none,variable_channel,0.1,96,96,2025,0.40975695306806126,0.41262863427857077,0.5011093770075158,1630853,212.66455078125,3.0269415378570557,0.44733914591290497
Weather,crib,iTransformer,none,random_point,0.1,96,336,2026,0.2862935777039927,0.3096571835859449,0.6291077802602945,339066,134.8759765625,1.8609988689422607,0.560113523066358
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,336,96,2024,0.8382121304447732,0.7249482521850071,3.667328332247359,381488,197.806640625,0.43624424934387207,1.252095894216592
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,96,2025,0.7352002470680837,0.5159752261772584,2.7609335224280196,1632520,212.87255859375,0.6008398532867432,1.1573670072253472
Traffic,saits,PatchTST,none,continuous_segment,0.3,96,336,2026,0.5642371080053135,0.352399343655804,0.6060341658742409,5001130,6794.31640625,34.532466173172,0.4606672358227247
ExchangeRate,crib,iTransformer,none,mixed,0.1,96,720,2024,1.5065165972709655,0.9043340229988098,4.764648399353027,371296,145.6708984375,0.2954258918762207,2.1298919579921622
ExchangeRate,saits,iTransformer,none,variable_channel,0.1,336,96,2025,82335.11806530898,77.76642282893148,1423473.9452247191,1695880,1043.71240234375,0.4993152618408203,78790.9213800905
Traffic,coifnet,iTransformer,none,continuous_segment,0.1,96,96,2024,0.6071656193600566,0.3551309359370353,3.233041883248012,659452,411.3447265625,12.175760269165039,0.48380265284763035
Traffic,simple,PatchTST,linear,continuous_segment,0.1,96,336,2025,0.5414749773280827,0.3182643091397023,2.2894852810206374,787946,6270.15576171875,12.549837589263916,0.4352502846398599
ExchangeRate,crib,iTransformer,none,mixed,0.1,336,96,2024,0.5221442804577645,0.4320702817332879,3.7057894160238543,333808,811.21826171875,0.47280406951904297,0.897576578062584
ETTm1,coifnet,iTransformer,none,mixed,0.3,96,96,2026,0.4818709073729275,0.4523787420088144,1.2594348907835895,329422,119.416015625,2.047938823699951,0.5680743461195176
ETTm1,simple,iTransformer,linear,variable_channel,0.1,336,336,2024,0.505441373621293,0.4686206218649566,1.1046017128066608,394839,33.8583984375,25.632266521453857,0.7679349231677339
ETTh1,crib,iTransformer,none,random_point,0.3,96,336,2026,0.5037169540794987,0.4939626165363784,1.0951424665207479,333662,130.60546875,0.5750682353973389,1.3623115621990212
ETTm1,simple,iTransformer,linear,mixed,0.3,96,720,2025,0.5870980748467154,0.5121721204657564,0.6060477340346122,382935,34.6103515625,11.077433347702026,1.0298937723025405
ETTm1,misstsm,iTransformer,none,variable_channel,0.1,96,720,2026,0.7524238404008308,0.6322880946158391,1.0927931609810222,400478,70.52734375,2.2036421298980713,1.0082641900794262
ETTh1,saits,DLinear,none,random_point,0.1,96,336,2025,0.7511342878660191,0.6375358750169076,7.9247928851714065,1393605,221.048828125,0.6946885585784912,1.104871156314033
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,96,192,2024,0.5453480808849794,0.4621884435056204,3.4182706396263765,388272,168.7548828125,0.39115357398986816,0.9823021392553151
Traffic,saits,DLinear,none,continuous_segment,0.1,96,96,2024,0.6444707130443299,0.3949288947690458,0.834748522629675,4232670,745.8544921875,12.296587944030762,0.5413986496928228
Weather,misstsm,iTransformer,none,random_point,0.3,96,96,2025,0.18776351328726987,0.2531016925466637,0.6337168778227299,320906,153.482421875,2.1487767696380615,0.41112372872448816
ETTh1,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.4300026306237096,0.4318294589780605,1.08980429596276,310382,125.24853515625,0.731595516204834,0.7221306131065854
Traffic,simple,iTransformer,linear,random_point,0.3,96,96,2025,0.43755526214532586,0.30231927310390666,0.3454780466145513,303294,4968.45263671875,3.8680179119110107,0.3995581285431846
ExchangeRate,coifnet,iTransformer,none,mixed,0.3,336,96,2024,0.5090160366524471,0.41159646531169336,1.5812774776072984,510528,250.2958984375,0.5499074459075928,0.8307157893346265
Weather,crib,iTransformer,none,random_point,0.3,96,96,2024,0.16013151294252642,0.21065195913575036,0.6328393148086241,315786,127.47314453125,1.9181487560272217,0.4032250236119365
ExchangeRate,coifnet,iTransformer,none,mixed,0.1,336,720,2026,1.7161823797225952,0.9793159651756287,3.271502752304077,1519536,668.29296875,0.3429422378540039,2.7278514764247794
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.3,96,192,2024,1.1213696584644088,0.7967398446726511,3.4921695137598427,332432,71.806640625,0.4856843948364258,1.6213245862795982
ETTm1,coifnet,iTransformer,none,mixed,0.3,96,96,2024,0.4821595935357217,0.45214993783629437,1.259968030275349,329422,118.916015625,2.091312885284424,0.5672350027511626
ExchangeRate,simple,iTransformer,linear,variable_channel,0.3,336,192,2025,0.9380599023347878,0.608103248728327,3.9963050736002175,376264,32.552734375,2.859506845474243,1.63664577961809
ExchangeRate,misstsm,iTransformer,none,variable_channel,0.1,96,720,2024,2.0966921186447145,1.1583705759048462,4.476317329406738,400544,74.779296875,0.3291163444519043,4.188595111553486
ETTm1,crib,iTransformer,none,mixed,0.3,336,336,2025,0.5298102066353809,0.48364465276098273,1.1075678002637148,414302,813.93603515625,3.225713014602661,0.7963149062639696
ETTm1,simple,iTransformer,linear,mixed,0.3,96,336,2024,0.5442063049381206,0.485145109617449,0.6004804394876099,333399,30.9287109375,8.169971942901611,0.7710252164142388
Electricity,saits,DLinear,none,continuous_segment,0.1,96,336,2026,0.20942876313311928,0.3002543530697413,0.290072279290251,2113607,471.12158203125,7.921147346496582,0.1830610587965689
Traffic,crib,iTransformer,none,continuous_segment,0.1,96,336,2025,0.6601397756141002,0.3668694828814409,1.4883007420141865,663692,487.10546875,12.329591035842896,0.4849359685052357
ETTm1,saits,iTransformer,none,variable_channel,0.3,96,96,2025,8252.360035216083,23.122366240186295,54255.83714989059,1630853,212.66455078125,3.573180675506592,9725.62491640454
ETTm1,coifnet,iTransformer,none,mixed,0.1,336,96,2025,0.4257191824521747,0.4228323321191174,1.078732577309306,510142,249.88671875,2.2295475006103516,0.5572826713780084
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,96,336,2026,0.7163503306943018,0.5732460940206373,3.770148338498296,333400,30.509765625,0.9846694469451904,1.1057489837033248
ETTh1,misstsm,iTransformer,none,random_point,0.3,96,336,2025,0.6386659228731466,0.6010152809277968,1.092259471542943,350942,67.458984375,0.6092827320098877,1.2638812018283927
ExchangeRate,baseline,iTransformer,none,none,0.0,96,336,2025,0.36974220501409993,0.4435111968903928,0.0,333400,30.50927734375,0.3094780445098877,0.39201778835720485
ETTh1,simple,iTransformer,linear,random_point,0.1,96,96,2024,0.3901807132593391,0.4097339726971125,0.10584055702243823,302439,28.560546875,2.1487460136413574,0.6881119500584834
ETTh1,simple,PatchTST,linear,random_point,0.1,96,336,2025,0.4805228947187922,0.4626987314880011,0.1073457132885873,785381,80.310546875,1.8795602321624756,1.2803558997883075
ETTm1,coifnet,iTransformer,none,variable_channel,0.1,96,96,2026,0.4471893029896383,0.43223020590108124,1.087781928039484,329422,119.416015625,1.8351757526397705,0.5422255695700906
Electricity,saits,PatchTST,none,continuous_segment,0.3,96,96,2024,461960.72846913105,234.3261634645043,20443295861.71937,2465545,2666.66455078125,21.66903781890869,454899.9942800789
Electricity,saits,PatchTST,none,random_point,0.3,96,336,2024,0.1848309032327146,0.2854115443755193,0.3065010921657993,2834425,2709.21240234375,4.8081700801849365,0.16116266053226777
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,336,192,2025,1.0373974119324283,0.6717770473066583,3.9963050736002175,366160,812.02880859375,0.6823515892028809,1.7123740396381897
ETTm1,simple,iTransformer,linear,mixed,0.3,336,192,2025,0.49062898750864553,0.45854244032039976,0.5880447542302258,376263,32.7841796875,26.003897190093994,0.6491358722994571
ETTm1,crib,iTransformer,none,mixed,0.3,96,336,2026,0.5495152091894717,0.49282331637202176,1.103312601289634,333662,130.658203125,2.5727603435516357,0.7744257169799396
ETTm1,crib,iTransformer,none,variable_channel,0.1,336,96,2024,0.48832803829493615,0.455301061216538,1.104012536512162,333422,810.87353515625,2.0779852867126465,0.5637406906674675
Electricity,misstsm,iTransformer,none,random_point,0.1,96,96,2025,0.1789088458232315,0.29037036862529314,1.0036981825166869,340706,1800.50390625,2.8417000770568848,0.14740579596167722
Weather,coifnet,iTransformer,none,random_point,0.1,96,96,2026,0.16415577809053952,0.21505992719578138,0.22922929193968977,334826,121.61328125,1.648813247680664,0.40572921491102404
Traffic,crib,iTransformer,none,continuous_segment,0.1,96,336,2026,0.6532929512084,0.36426928152249555,1.5122536678764764,663692,487.10546875,12.685961961746216,0.4795270181189464
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,96,192,2026,0.8043247917995037,0.6615984693126189,1.1110485424740988,332366,66.724609375,2.2877891063690186,0.809014522926207
Traffic,simple,PatchTST,linear,continuous_segment,0.3,96,96,2024,0.5812458337138722,0.3395213048943314,2.2118396388140464,419066,6139.841796875,36.241472244262695,0.48170996143416944
ExchangeRate,misstsm,iTransformer,none,mixed,0.1,336,336,2025,1.4501729124301188,0.9767661400743433,4.221687300785168,412448,199.158203125,0.40929746627807617,2.364929659146789
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,192,2024,0.5593972019402378,0.4732506691691387,3.8300147932696054,376264,32.552734375,3.118602991104126,0.9645819689230944
Traffic,baseline,PatchTST,none,none,0.0,96,96,2026,0.5010936491311382,0.29230906610782115,0.0,419066,6142.36474609375,10.786696672439575,0.41186062322459066
ETTm1,coifnet,iTransformer,none,mixed,0.1,336,336,2026,0.5034312140797738,0.4670071166596564,1.1021784758162807,806062,402.9580078125,2.2496109008789062,0.790761771946013
Weather,crib,iTransformer,none,continuous_segment,0.1,96,96,2025,0.16799183927865163,0.21784714706324115,0.6310449038811881,315786,127.47314453125,2.6218137741088867,0.4138532730433579
ETTh1,saits,DLinear,none,random_point,0.3,96,96,2026,0.46902065485769373,0.475015275964189,0.7285719302441103,1347045,219.283203125,0.7650926113128662,0.7373053441355858
Electricity,saits,iTransformer,none,random_point,0.1,96,336,2026,0.1829393325191689,0.2805126702928243,0.3195869547734765,2381815,1153.63330078125,2.825699806213379,0.16450184716118707
Electricity,crib,iTransformer,none,random_point,0.1,96,96,2024,0.16780886374152973,0.2728374641592691,1.00383166090672,431586,191.3603515625,2.2471795082092285,0.13703517391836856
ExchangeRate,coifnet,iTransformer,none,variable_channel,0.1,336,720,2026,2.19738676071167,1.0682025980949401,5.020035171508789,1519536,668.29296875,0.4787626266479492,2.596917470296224
Weather,simple,iTransformer,linear,random_point,0.3,96,96,2026,0.17825855387061793,0.22271345667202203,0.04597656500127653,302453,39.9755859375,7.512741327285767,0.4277941368240899
ExchangeRate,crib,iTransformer,none,variable_channel,0.3,96,336,2026,1.1200430248234723,0.7396575574939316,3.7424235762776554,334048,130.85400390625,0.36492371559143066,1.795511520782543
ETTm1,coifnet,iTransformer,none,mixed,0.3,336,192,2025,0.4578621849313777,0.4435858184356472,1.0166631125059034,614686,301.8310546875,2.9913690090179443,0.6674679043484193
Traffic,saits,PatchTST,none,continuous_segment,0.3,96,96,2025,0.7285912679892856,0.4267583305280694,4.001207713047547,4632250,6641.22802734375,34.939242124557495,0.6624105693778048
Weather,crib,iTransformer,none,continuous_segment,0.1,96,96,2026,0.16370166289629465,0.21404914612859102,0.6322405246355249,315786,127.47314453125,2.499423027038574,0.4082189435013298
Weather,simple,PatchTST,linear,random_point,0.3,96,336,2025,0.26430124540296274,0.298825015769409,0.04672972009002082,785423,184.263671875,7.485440969467163,0.5392991065085055
ExchangeRate,baseline,iTransformer,none,none,0.0,96,336,2026,0.3492310929137307,0.4289837644712345,0.0,333400,30.50927734375,0.645122766494751,0.3404740114865855
Weather,baseline,PatchTST,none,none,0.0,96,96,2025,0.16354802312207256,0.20940107251537537,0.0,416543,177.14208984375,1.7872827053070068,0.3947990285783465
ETTh1,crib,iTransformer,none,continuous_segment,0.3,96,336,2024,0.5352824524015715,0.4957230303751228,1.0970851748771893,333662,130.60546875,0.6978974342346191,1.3390675587832108
ExchangeRate,saits,iTransformer,none,variable_channel,0.3,96,720,2025,1.0507651805877685,0.7624751806259156,3.3121826362609865,1713016,216.79296875,0.36753177642822266,2.6541412549141126
Traffic,simple,DLinear,linear,continuous_segment,0.3,96,96,2026,0.7684219184417501,0.4727308019188452,2.208040165342663,19486,243.91943359375,36.34579825401306,0.6540867407110673
ETTm1,simple,iTransformer,linear,mixed,0.1,336,720,2024,0.5428349788338374,0.49333387754016667,0.8016943566976416,444375,37.5400390625,21.902846574783325,1.0294390390917236
ETTh1,coifnet,iTransformer,none,random_point,0.1,96,96,2025,0.41037866968654857,0.4195416462057583,0.9804900614534717,329422,118.892578125,0.5937588214874268,0.7331182785372332
Traffic,misstsm,iTransformer,none,random_point,0.3,96,96,2025,0.7343808128055332,0.4017191276717849,1.4768924680845281,376412,7629.33935546875,4.423407077789307,0.5994774086637767
ETTm1,misstsm,iTransformer,none,variable_channel,0.3,336,96,2025,0.7000700533155279,0.5889998296835751,1.1178600946244839,381422,175.88671875,2.278597354888916,0.771843533716786
Traffic,crib,iTransformer,none,continuous_segment,0.3,96,96,2024,0.6516513067667167,0.3616213868338053,1.47685957846844,640412,304.03515625,36.43548536300659,0.5083627907751266
Traffic,simple,PatchTST,linear,continuous_segment,0.1,96,96,2026,0.5273019644037696,0.3086210591552198,2.2725141920072964,419066,6139.841796875,13.003112316131592,0.4371042355059715
ExchangeRate,simple,iTransformer,linear,variable_channel,0.1,336,336,2026,0.7328795694016121,0.583497595948142,4.258361909840558,394840,33.64453125,2.5323901176452637,1.1359534500338506
ETTm1,baseline,DLinear,none,none,0.0,96,336,2024,0.41915704335386217,0.4235708447295638,0.0,65191,23.212890625,1.3872272968292236,0.6349501965564972
ETTh1,saits,PatchTST,none,random_point,0.1,96,96,2026,0.3998837668120968,0.42360965870655204,0.594482332607146,1744915,267.75048828125,0.8093152046203613,0.695120868605814
Weather,simple,PatchTST,linear,random_point,0.1,96,96,2024,0.16770065368334605,0.21521762489074153,0.039214713379469655,416543,177.142578125,8.429369449615479,0.400906493800185
Weather,saits,iTransformer,none,random_point,0.3,96,96,2025,0.16697279609179827,0.2304511359229848,0.4769103756400031,1654555,238.994140625,2.9474096298217773,0.4104001791863355
Weather,saits,DLinear,none,continuous_segment,0.1,96,96,2024,0.18940639672751858,0.25036777251642134,0.24610283303454825,1370747,224.5615234375,2.713444471359253,0.4527923011116231
ETTm1,simple,iTransformer,linear,mixed,0.1,96,720,2025,0.581787445999695,0.5094998029191984,0.7954986013976327,382935,34.6103515625,10.147445678710938,1.036593961313956
ETTm1,simple,iTransformer,linear,mixed,0.3,336,192,2026,0.46190481386129767,0.4473841286303244,0.5898982289070717,376263,32.7841796875,24.448028087615967,0.64917712282662
Electricity,saits,iTransformer,none,continuous_segment,0.3,96,336,2026,0.1897893360378729,0.28961193776890404,0.29817090164896487,2381815,1153.63330078125,22.215197324752808,0.16637485801264612
ETTh1,coifnet,iTransformer,none,continuous_segment,0.3,96,96,2024,0.40686376268174534,0.414000164724124,0.8982750555824762,329422,119.392578125,0.7923521995544434,0.7305801707388468
